,Age_Group,C_EDU_Encoded,C_HSE_Encoded,C_OCC_Encoded,INCM_TYP,NUM_PRD,IS_CASA,CASATD_CNT,CASA_DIFF,DRvCR,IS_TD,IS_FUNDS,IS_CC,IS_LOAN,CC_MTH_TRN_AMT_DIFF,CC_LMT,LoanAsset_ratio,AssetvCValue,Customer_Bank_engagement,C_seg
136,3,0,1,2,5,5,1,1,0.0,1704.5,0,1,1,0,0,12500,209640000000000.0,0.0,0.0,0
137,3,1,3,1,1,4,1,3,0.0,46088.35,1,0,0,0,0,0,952470000000000.0,0.0,0.0,0
138,4,0,0,0,0,1,0,3,0.0,,1,0,0,0,0,0,3114840000000000.0,0.0,0.0,0
139,3,0,1,0,0,3,1,3,0.0,11.0,1,0,0,0,0,0,898770000000000.0,0.0,0.0,0
140,2,0,0,0,0,2,1,2,0.0,,1,0,0,0,0,0,255060000000000.0,0.0,0.0,0
141,4,0,1,2,6,4,1,1,0.0,0.0,0,0,1,0,0,5000,1121480000000000.0,0.0,0.0,0
142,2,0,0,2,5,1,0,0,0.0,,0,0,0,0,0,0,0.0,0.0,0.0,0
143,3,0,0,2,0,2,1,1,0.0,6.4916241814,0,0,0,0,0,0,67270000000000.0,0.0,0.0,0
144,3,0,0,0,0,2,1,1,0.0,,0,0,0,0,0,0,10180000000000.0,0.0,0.0,0
145,3,0,1,1,4,5,1,1,0.0,77700.99,0,0,1,0,5732,16000,41010000000000.0,0.046473404190368835,7353.6683333,0
146,2,0,0,2,0,3,1,2,0.0,1.724753,1,0,0,0,0,0,412380000000000.0,0.0,0.0,0
147,3,0,1,2,3,5,1,5,0.0,2.1067773811,1,0,1,0,4599,10000,5133440000000000.0,0.09206991200184776,464632.4275,0
148,2,0,1,2,6,5,1,2,1581.7999999999997,,0,1,1,0,24164,19000,680750000000000.0,0.25124635919646715,129753.9333333,0
149,3,0,0,1,0,3,1,3,0.0,11000.0,1,0,0,0,0,0,2510810000000000.0,0.0,0.0,0
150,2,1,1,2,7,2,1,1,0.0,4152.98,0,0,0,0,0,0,50000000000000.0,0.0,0.0,0
151,2,2,1,2,3,2,1,2,40400.600000000006,,0,1,0,0,0,0,1617830000000000.0,0.0,0.0,0
152,3,3,3,0,5,5,1,1,0.0,20142.36,0,1,0,0,0,0,1024060000000000.0,0.0,0.0,0
154,4,0,0,1,0,3,0,0,0.0,,0,1,0,0,0,0,229890000000000.0,0.0,0.0,0
155,3,1,2,2,1,4,1,3,0.0,100000.0,1,0,0,0,0,0,2220760000000000.0,0.0,0.0,0
156,2,0,0,2,6,3,1,1,0.0,30663.73,0,0,0,0,0,0,6380000000000.0,0.0,0.0,0
157,3,0,0,0,0,4,1,2,0.0,5.99,1,0,0,0,0,0,776100000000000.0,0.0,0.0,0
158,3,2,1,2,6,5,1,1,0.0,9763.08,0,1,1,0,8902,33400,0.7707202797202795,0.30322032913652036,935838.1616667,0
159,3,2,0,2,0,2,1,1,0.0,79466.75,0,0,0,0,0,0,1309260000000000.0,0.0,0.0,0
160,3,0,0,1,0,2,1,1,0.0,21840.0,0,0,0,0,0,0,535250000000000.0,0.0,0.0,0
161,2,0,0,2,0,3,1,1,0.0,,0,1,0,0,0,0,755660000000000.0,0.0,0.0,0
162,3,0,0,0,0,3,1,3,11871.07,298999.97,1,0,0,0,0,0,1138820000000000.0,0.0,0.0,0
163,3,0,0,1,2,1,1,4,14572.64,,0,0,0,0,0,0,526200000000000.0,0.0,0.0,0
164,3,0,0,0,0,3,1,2,66.81999999999971,0.0,0,1,0,0,0,0,1093490000000000.0,0.0,0.0,0
165,3,0,0,1,0,2,1,1,0.0,2423.4,0,0,0,0,0,0,124030000000000.0,0.0,0.0,0
166,3,0,0,0,0,5,1,2,17233.33,0.9028615063,0,0,0,0,0,0,172410000000000.0,0.0,0.0,0
167,3,2,0,2,5,5,1,4,53400.82,70223.31,1,0,1,0,0,11500,1189290000000000.0,0.08332271220288928,118944.16,0
168,3,2,0,2,4,4,1,2,0.0,192970.41,1,0,0,0,0,0,1236390000000000.0,0.0,0.0,0
169,2,0,0,0,0,4,1,1,0.0,,0,0,0,0,0,0,85830000000000.0,0.0,0.0,0
170,3,0,0,1,3,3,1,1,0.0,,0,0,0,0,0,0,10890000000000.0,0.0,0.0,0
171,2,2,2,2,2,2,1,1,0.0,,0,0,0,0,0,0,527570000000000.0,0.0,0.0,0
172,3,0,0,1,0,1,1,1,0.0,181382.3,0,0,0,0,0,0,546260000000000.0,0.0,0.0,0
173,2,3,1,2,3,3,1,1,0.0,,0,0,1,0,0,4000,685850000000000.0,0.0,0.0,0
174,3,0,0,2,0,4,1,1,0.0,5000.0,0,1,0,0,0,0,24760000000000.0,0.0,0.0,0
175,2,2,0,2,0,2,1,5,76525.61,20000.0,1,0,0,0,0,0,1944740000000000.0,0.0,0.0,0
177,2,3,0,2,6,5,1,3,0.0,141422.95,1,0,1,0,10472,34000,5367270000000000.0,0.08260449725444947,541462.6508333,0
178,4,0,0,1,0,4,1,2,0.0,909.57,1,0,0,0,0,0,837940000000000.0,0.0,0.0,0
179,4,0,0,1,0,3,1,2,0.0,16.459488215,1,0,0,0,0,0,211930000000000.0,0.0,0.0,0
180,4,0,0,0,0,5,1,2,0.0,2.1139931244,1,0,0,0,0,0,1558290000000000.0,0.0,0.0,0
181,2,0,1,1,2,3,1,2,2898.1900000000005,450.0,0,0,0,0,0,0,118050000000000.0,0.0,0.0,0
182,1,2,0,2,2,2,1,1,0.0,214930.44,0,0,0,0,0,0,540940000000000.0,0.0,0.0,0
183,4,0,0,1,0,2,1,2,0.0,4.0,1,0,0,0,0,0,272770000000000.0,0.0,0.0,0
184,3,0,0,1,1,4,1,4,0.0,2.0026209301,1,0,0,0,0,0,4055330000000000.0,0.0,0.0,0
185,2,2,2,2,5,6,1,3,0.0,74113.06,1,0,1,0,0,31500,907330000000000.0,0.0,0.0,0
186,3,0,0,2,0,3,1,4,34495.810000000005,143341.49,1,0,0,0,0,0,1888040000000000.0,0.0,0.0,0
187,3,0,0,1,0,2,1,1,0.0,13730.0,0,0,0,0,0,0,694180000000000.0,0.0,0.0,0
189,3,0,0,1,0,3,1,1,0.0,59450.0,0,1,0,0,0,0,488590000000000.0,0.0,0.0,0
190,4,0,0,2,0,3,1,3,0.0,0.0,1,0,0,0,0,0,806620000000000.0,0.0,0.0,0
191,4,0,0,1,0,3,1,3,0.0,,1,0,0,0,0,0,888480000000000.0,0.0,0.0,0
192,4,0,0,0,0,2,1,6,0.0,,1,0,0,0,0,0,2180060000000000.0,0.0,0.0,0
193,3,0,0,0,0,3,1,5,0.0,28000.0,1,0,0,0,0,0,3522560000000000.0,0.0,0.0,0
194,2,2,1,1,3,3,1,3,27632.6,123703.92,0,0,1,0,0,4000,977810000000000.0,0.0,0.0,0
195,3,2,1,2,5,5,1,3,265.2399999999998,,1,0,1,0,0,27200,772340000000000.0,0.0,0.0,0
196,3,0,0,2,0,4,1,2,0.0,50000.0,1,0,0,0,0,0,1491350000000000.0,0.0,0.0,0
197,2,0,1,2,0,3,1,1,0.0,4.95e-05,0,1,0,0,0,0,210670000000000.0,0.0,0.0,0
198,3,0,4,2,5,3,1,2,66375.95,7.595532069,0,0,0,0,0,0,777900000000000.0,0.0,0.0,0
199,3,0,0,2,2,3,1,1,0.0,117.0,0,0,0,0,0,0,0.020454545454545437,0.0,0.0,0
200,2,2,1,2,7,5,1,2,946.2700000000001,33681.46,0,1,1,0,4518,169500,445400000000000.0,0.6504653953809832,44177.7541667,0
201,4,0,3,2,2,2,1,1,0.0,,0,0,0,0,0,0,2221740000000000.0,0.0,0.0,0
202,2,3,0,2,6,3,1,1,0.0,60459.39,0,0,0,0,0,0,293180000000000.0,0.0,0.0,0
203,3,0,0,0,0,3,1,2,0.0,173200.0,1,0,0,0,0,0,327040000000000.0,0.0,0.0,0
204,3,0,2,0,2,3,1,2,0.0,,1,0,0,0,0,0,1051300000000000.0,0.0,0.0,0
205,3,0,0,1,0,3,1,1,0.0,,0,0,0,0,0,0,10440000000000.0,0.0,0.0,0
206,1,2,1,2,6,4,1,1,0.0,400.0,0,0,1,0,7187,31000,46010000000000.0,0.04944199650376667,7754.8783333,0
207,3,0,0,0,0,2,1,1,0.0,0.0,0,0,0,0,0,0,893210000000000.0,0.0,0.0,0
208,2,0,0,2,0,2,1,1,0.0,0.0,0,0,0,0,0,0,792740000000000.0,0.0,0.0,0
209,2,2,2,2,6,6,1,3,305571.21,30895.9,1,0,1,1,3004,20000,3.6242185304860883,0.08317000081463877,527453.585,0
210,4,0,0,2,0,5,1,4,0.0,80000.0,1,1,0,0,0,0,2075380000000000.0,0.0,0.0,0
211,3,0,0,0,0,2,0,0,0.0,,0,1,0,0,0,0,989500000000000.0,0.0,0.0,0
212,3,2,1,2,3,3,1,2,0.0,,1,0,0,0,0,0,705330000000000.0,0.0,0.0,0
213,3,2,2,2,2,6,1,5,0.0,335722.27,1,1,1,0,1195,6000,2480550000000000.0,0.09396211480111603,235357.08083333,0
214,2,3,0,2,0,3,1,2,0.0,3078.8,1,0,0,0,0,0,259860000000000.0,0.0,0.0,0
215,4,0,0,2,0,3,1,2,0.0,46.056782334,1,0,0,0,0,0,2009150000000000.0,0.0,0.0,0
216,2,2,1,2,3,4,1,2,0.0,36251.59,1,0,1,0,90,7700,360000000000000.0,0.08313934163641502,36084.0,0
217,3,0,0,0,0,3,1,1,0.0,70000.0,0,0,0,0,0,0,380270000000000.0,0.0,0.0,0
218,3,0,0,0,0,3,1,2,0.0,28444.0,1,0,0,0,0,0,1161440000000000.0,0.0,0.0,0
219,4,0,0,1,0,3,1,13,10834.31,16.542697526,1,0,0,0,0,0,8182090000000000.0,0.0,0.0,0
220,4,0,0,0,0,5,1,3,0.0,10.699907867,1,0,0,0,0,0,660070000000000.0,0.0,0.0,0
221,4,0,0,1,0,3,1,3,0.0,13.840656299,1,0,0,0,0,0,1889780000000000.0,0.0,0.0,0
222,3,0,0,2,0,3,1,3,0.0,104482.0,1,0,0,0,0,0,1061800000000000.0,0.0,0.0,0
223,4,2,0,1,0,2,1,2,0.0,263457.0,1,0,0,0,0,0,2489800000000000.0,0.0,0.0,0
225,4,0,1,2,2,4,1,1,0.0,1000.0,0,1,1,0,112,5500,773380000000000.0,0.26867558109296197,76287.834166667,0
226,2,0,0,0,0,2,1,6,11422.39,13.210602273,0,0,0,0,0,0,403070000000000.0,0.0,0.0,0
227,3,3,1,2,6,6,1,3,0.0,203393.59,1,0,1,0,2029,27500,2714800000000000.0,0.10150190260452154,222885.8058333,0
228,3,0,0,1,0,3,1,2,0.0,2000.0,1,0,0,0,0,0,1379750000000000.0,0.0,0.0,0
229,2,2,1,2,2,2,1,1,0.0,,0,0,0,0,0,0,99120000000000.0,0.0,0.0,0
230,2,2,0,2,6,2,1,2,0.0,200000.0,1,0,0,0,0,0,2200450000000000.0,0.0,0.0,0
231,2,0,0,2,0,3,1,2,0.0,,1,0,0,0,0,0,682400000000000.0,0.0,0.0,0
232,4,0,0,1,0,2,1,1,0.0,113200.0,0,0,0,0,0,0,474480000000000.0,0.0,0.0,0
233,2,3,0,2,0,2,1,1,0.0,87685.44,0,0,0,0,0,0,400160000000000.0,0.0,0.0,0
234,4,0,0,2,0,5,1,3,1855.92,66000.0,1,1,0,0,0,0,944250000000000.0,0.0,0.0,0
235,3,0,0,2,3,2,1,1,0.0,,0,0,0,0,0,0,1141580000000000.0,0.0,0.0,0
236,3,0,0,2,0,3,1,5,0.0,200000.0,1,0,0,0,0,0,2708150000000000.0,0.0,0.0,0
237,4,0,1,1,0,4,1,2,0.0,20000.0,1,1,0,0,0,0,951640000000000.0,0.0,0.0,0
238,3,0,1,1,3,5,1,3,0.0,68288.35,1,0,1,0,277,13000,633610000000000.0,0.08315580550284679,63496.26833333,0
239,3,0,0,2,1,3,1,1,0.0,,0,1,0,0,0,0,799580000000000.0,0.0,0.0,0
240,1,0,1,2,0,2,0,0,0.0,,0,1,0,0,0,0,13130000000000.0,0.0,0.0,0
241,3,0,0,0,0,3,1,3,0.0,157000.0,1,0,0,0,0,0,2173900000000000.0,0.0,0.0,0
242,3,2,1,2,3,3,1,1,0.0,,0,0,1,0,0,8000,2185510000000000.0,0.0,0.0,0
